"YearMonth","Year","Month","GEO","Products and product groups","COORDINATE","VALUE","MnthInf","AnnMnthInf","AnnInf"
"2000-11",2000,"11","Manitoba","Health and personal care","18.201",96.9,0,0,NA
"2000-11",2000,"11","Manitoba","Recreation, education and reading","18.219",98,-1.01,-11.47,NA
"2000-11",2000,"11","Manitoba","Goods","18.274",97.3,0.72,8.99,NA
"2000-11",2000,"11","Manitoba","Services","18.282",96.4,0,0,NA
"2000-11",2000,"11","Winnipeg, Manitoba","All-items","19.2",96.8,0.31,3.78,NA
"2000-11",2000,"11","Winnipeg, Manitoba","Shelter","19.79",98.4,0.92,11.62,NA
"2000-11",2000,"11","Saskatchewan","All-items","20.2",95.4,0.42,5.16,NA
"2000-11",2000,"11","Saskatchewan","Food","20.3",95.4,1.27,16.35,NA
"2000-11",2000,"11","Saskatchewan","Shelter","20.79",92.3,0.22,2.67,NA
"2000-11",2000,"11","Saskatchewan","Clothing and footwear","20.139",100.1,-1.48,-16.38,NA
"2000-11",2000,"11","Saskatchewan","Transportation","20.176",100.2,1.62,21.27,NA
"2000-11",2000,"11","Saskatchewan","Health and personal care","20.201",97.1,0.1,1.21,NA
"2000-11",2000,"11","Saskatchewan","Recreation, education and reading","20.219",94.3,-0.74,-8.53,NA
"2000-11",2000,"11","Saskatchewan","Goods","20.274",95.4,0.63,7.83,NA
"2000-11",2000,"11","Saskatchewan","Services","20.282",95.4,0.1,1.21,NA
"2000-11",2000,"11","Regina, Saskatchewan","All-items","21.2",95.4,0.32,3.91,NA
"2000-11",2000,"11","Regina, Saskatchewan","Shelter","21.79",92.8,0.22,2.67,NA
"2000-11",2000,"11","Saskatoon, Saskatchewan","All-items","22.2",95.5,0.32,3.91,NA
"2000-11",2000,"11","Saskatoon, Saskatchewan","Shelter","22.79",92.8,0.11,1.33,NA
"2000-11",2000,"11","Alberta","All-items","23.2",96.3,0.31,3.78,NA
"2000-11",2000,"11","Alberta","Food","23.3",93.6,1.08,13.76,NA
"2000-11",2000,"11","Alberta","Shelter","23.79",101.4,0.8,10.03,NA
"2000-11",2000,"11","Alberta","Clothing and footwear","23.139",100.5,-1.76,-19.19,NA
"2000-11",2000,"11","Alberta","Transportation","23.176",95.1,1.39,18.02,NA
"2000-11",2000,"11","Alberta","Health and personal care","23.201",97.6,0,0,NA
"2000-11",2000,"11","Alberta","Recreation, education and reading","23.219",95.7,-1.54,-16.99,NA
"2000-11",2000,"11","Alberta","Goods","23.274",98.4,0.72,8.99,NA
"2000-11",2000,"11","Alberta","Services","23.282",94.1,0,0,NA
"2000-11",2000,"11","Edmonton, Alberta","All-items","24.2",96.8,0.21,2.55,NA
"2000-11",2000,"11","Edmonton, Alberta","Shelter","24.79",103.4,0.1,1.21,NA
"2000-11",2000,"11","Calgary, Alberta","All-items","25.2",95.9,0.52,6.42,NA
"2000-11",2000,"11","Calgary, Alberta","Shelter","25.79",99.9,1.63,21.41,NA
"2000-11",2000,"11","British Columbia","All-items","26.2",97.2,0.1,1.21,NA
"2000-11",2000,"11","British Columbia","Food","26.3",94.4,1.18,15.12,NA
"2000-11",2000,"11","British Columbia","Shelter","26.79",99,0.1,1.21,NA
"2000-11",2000,"11","British Columbia","Clothing and footwear","26.139",100.3,-0.69,-7.97,NA
"2000-11",2000,"11","British Columbia","Transportation","26.176",99.1,0.61,7.57,NA
"2000-11",2000,"11","British Columbia","Health and personal care","26.201",97.2,0.31,3.78,NA
"2000-11",2000,"11","British Columbia","Recreation, education and reading","26.219",96.1,-2.04,-21.91,NA
"2000-11",2000,"11","British Columbia","Goods","26.274",97.7,0.41,5.03,NA
"2000-11",2000,"11","British Columbia","Services","26.282",96.7,-0.31,-3.66,NA
"2000-11",2000,"11","Vancouver, British Columbia","All-items","27.2",97.1,0,0,NA
"2000-11",2000,"11","Vancouver, British Columbia","Shelter","27.79",98.8,0,0,NA
"2000-11",2000,"11","Victoria, British Columbia","All-items","28.2",97.1,0,0,NA
"2000-11",2000,"11","Victoria, British Columbia","Shelter","28.79",99.3,0.1,1.21,NA
"2000-11",2000,"11","Whitehorse, Yukon","All-items","29.2",98.3,0.41,5.03,NA
"2000-11",2000,"11","Whitehorse, Yukon","Food","29.3",96.5,1.47,19.14,NA
"2000-11",2000,"11","Whitehorse, Yukon","Shelter","29.79",101,0.2,2.43,NA
"2000-11",2000,"11","Whitehorse, Yukon","Clothing and footwear","29.139",100.2,1.31,16.9,NA
"2000-11",2000,"11","Whitehorse, Yukon","Transportation","29.176",99.6,1.12,14.3,NA
"2000-11",2000,"11","Whitehorse, Yukon","Health and personal care","29.201",104.5,3.57,52.34,NA
"2000-11",2000,"11","Whitehorse, Yukon","Recreation, education and reading","29.219",96.9,-2.42,-25.47,NA
"2000-11",2000,"11","Whitehorse, Yukon","Goods","29.274",100,1.32,17.04,NA
"2000-11",2000,"11","Whitehorse, Yukon","Services","29.282",96.4,-0.52,-6.06,NA
"2000-11",2000,"11","Yellowknife, Northwest Territories","All-items","30.2",96.2,0.42,5.16,NA
"2000-11",2000,"11","Yellowknife, Northwest Territories","Food","30.3",94.8,1.5,19.56,NA
"2000-11",2000,"11","Yellowknife, Northwest Territories","Shelter","30.79",97.7,0.21,2.55,NA
"2000-11",2000,"11","Yellowknife, Northwest Territories","Clothing and footwear","30.139",95.3,-3.05,-31.04,NA
"2000-11",2000,"11","Yellowknife, Northwest Territories","Transportation","30.176",96.7,3.2,45.93,NA
"2000-11",2000,"11","Yellowknife, Northwest Territories","Health and personal care","30.201",99,0.1,1.21,NA
"2000-11",2000,"11","Yellowknife, Northwest Territories","Recreation, education and reading","30.219",97.9,-1.71,-18.7,NA
"2000-11",2000,"11","Yellowknife, Northwest Territories","Goods","30.274",96.1,0.95,12.01,NA
"2000-11",2000,"11","Yellowknife, Northwest Territories","Services","30.282",96.3,-0.1,-1.19,NA
"2000-12",2000,"12","Canada","All-items","2.2",96.7,0.1,1.21,NA
"2000-12",2000,"12","Canada","Food","2.3",95.1,1.28,16.49,NA
"2000-12",2000,"12","Canada","Shelter","2.79",98.1,0.41,5.03,NA
"2000-12",2000,"12","Canada","Clothing and footwear","2.139",100,-0.3,-3.54,NA
"2000-12",2000,"12","Canada","Transportation","2.176",98.5,-1.2,-13.49,NA
"2000-12",2000,"12","Canada","Health and personal care","2.201",97.7,-0.1,-1.19,NA
"2000-12",2000,"12","Canada","Recreation, education and reading","2.219",96.6,-0.31,-3.66,NA
"2000-12",2000,"12","Canada","Goods","2.274",97.8,0.1,1.21,NA
"2000-12",2000,"12","Canada","Services","2.282",95.6,0.1,1.21,NA
"2000-12",2000,"12","Newfoundland and Labrador","All-items","3.2",97.3,-0.21,-2.49,NA
"2000-12",2000,"12","Newfoundland and Labrador","Food","3.3",93.8,-0.42,-4.93,NA
"2000-12",2000,"12","Newfoundland and Labrador","Shelter","3.79",101.7,1.09,13.89,NA
"2000-12",2000,"12","Newfoundland and Labrador","Clothing and footwear","3.139",100.3,-1.76,-19.19,NA
"2000-12",2000,"12","Newfoundland and Labrador","Transportation","3.176",96.1,-1.64,-18,NA
"2000-12",2000,"12","Newfoundland and Labrador","Health and personal care","3.201",98.8,0.61,7.57,NA
"2000-12",2000,"12","Newfoundland and Labrador","Recreation, education and reading","3.219",98.5,0.2,2.43,NA
"2000-12",2000,"12","Newfoundland and Labrador","Goods","3.274",99.7,-0.4,-4.7,NA
"2000-12",2000,"12","Newfoundland and Labrador","Services","3.282",93.8,0,0,NA
"2000-12",2000,"12","St. John's, Newfoundland and Labrador","All-items","4.2",97,-0.41,-4.81,NA
"2000-12",2000,"12","St. John's, Newfoundland and Labrador","Shelter","4.79",100.2,0.7,8.73,NA
"2000-12",2000,"12","Prince Edward Island","All-items","5.2",96.4,-0.62,-7.19,NA
"2000-12",2000,"12","Prince Edward Island","Food","5.3",94.2,0.11,1.33,NA
"2000-12",2000,"12","Prince Edward Island","Shelter","5.79",100.6,-0.4,-4.7,NA
"2000-12",2000,"12","Prince Edward Island","Clothing and footwear","5.139",95,-5.85,-51.49,NA
"2000-12",2000,"12","Prince Edward Island","Transportation","5.176",98.4,-0.71,-8.2,NA
"2000-12",2000,"12","Prince Edward Island","Health and personal care","5.201",98.2,-0.1,-1.19,NA
"2000-12",2000,"12","Prince Edward Island","Recreation, education and reading","5.219",96,-0.52,-6.06,NA
"2000-12",2000,"12","Prince Edward Island","Goods","5.274",97.8,-1.11,-12.54,NA
"2000-12",2000,"12","Prince Edward Island","Services","5.282",94.5,-0.11,-1.31,NA
"2000-12",2000,"12","Charlottetown and Summerside, Prince Edward Island","All-items","6.2",96.4,-0.62,-7.19,NA
"2000-12",2000,"12","Charlottetown and Summerside, Prince Edward Island","Shelter","6.79",100.1,-0.3,-3.54,NA
"2000-12",2000,"12","Nova Scotia","All-items","7.2",96.8,-0.21,-2.49,NA
"2000-12",2000,"12","Nova Scotia","Food","7.3",94.9,0,0,NA
"2000-12",2000,"12","Nova Scotia","Shelter","7.79",101.3,1.2,15.39,NA
"2000-12",2000,"12","Nova Scotia","Clothing and footwear","7.139",100.9,-2.79,-28.79,NA
"2000-12",2000,"12","Nova Scotia","Transportation","7.176",97.3,-1.42,-15.77,NA
"2000-12",2000,"12","Nova Scotia","Health and personal care","7.201",98.2,0.1,1.21,NA
"2000-12",2000,"12","Nova Scotia","Recreation, education and reading","7.219",94.7,-0.42,-4.93,NA
"2000-12",2000,"12","Nova Scotia","Goods","7.274",98.8,-0.3,-3.54,NA
"2000-12",2000,"12","Nova Scotia","Services","7.282",94.3,-0.11,-1.31,NA
"2000-12",2000,"12","Halifax, Nova Scotia","All-items","8.2",96.4,-0.31,-3.66,NA
"2000-12",2000,"12","Halifax, Nova Scotia","Shelter","8.79",99.6,0.91,11.48,NA
"2000-12",2000,"12","New Brunswick","All-items","9.2",96,-0.52,-6.06,NA
"2000-12",2000,"12","New Brunswick","Food","9.3",94.3,-0.74,-8.53,NA
"2000-12",2000,"12","New Brunswick","Shelter","9.79",100.3,0.7,8.73,NA
"2000-12",2000,"12","New Brunswick","Clothing and footwear","9.139",97,-2.32,-24.55,NA
"2000-12",2000,"12","New Brunswick","Transportation","9.176",96.4,-1.73,-18.89,NA
"2000-12",2000,"12","New Brunswick","Health and personal care","9.201",98.5,0,0,NA
"2000-12",2000,"12","New Brunswick","Recreation, education and reading","9.219",95.4,-0.42,-4.93,NA
"2000-12",2000,"12","New Brunswick","Goods","9.274",97.4,-0.81,-9.3,NA
"2000-12",2000,"12","New Brunswick","Services","9.282",94,-0.21,-2.49,NA
"2000-12",2000,"12","Saint John, New Brunswick","All-items","10.2",96,-0.52,-6.06,NA
"2000-12",2000,"12","Saint John, New Brunswick","Shelter","10.79",100,0.6,7.44,NA
"2000-12",2000,"12","Quebec","All-items","11.2",96.8,0.1,1.21,NA
"2000-12",2000,"12","Quebec","Food","11.3",95.2,1.28,16.49,NA
"2000-12",2000,"12","Quebec","Shelter","11.79",98.7,0.51,6.29,NA
"2000-12",2000,"12","Quebec","Clothing and footwear","11.139",98.2,0.2,2.43,NA
"2000-12",2000,"12","Quebec","Transportation","11.176",99.6,-1.58,-17.4,NA
"2000-12",2000,"12","Quebec","Health and personal care","11.201",99,0,0,NA
"2000-12",2000,"12","Quebec","Recreation, education and reading","11.219",97.3,-0.31,-3.66,NA
"2000-12",2000,"12","Quebec","Goods","11.274",97.2,0.1,1.21,NA
"2000-12",2000,"12","Quebec","Services","11.282",96.2,0.1,1.21,NA
"2000-12",2000,"12","Québec, Quebec","All-items","12.2",96.7,0,0,NA
"2000-12",2000,"12","Québec, Quebec","Shelter","12.79",98.7,0.41,5.03,NA
"2000-12",2000,"12","Montréal, Quebec","All-items","13.2",96.7,0.1,1.21,NA
"2000-12",2000,"12","Montréal, Quebec","Shelter","13.79",98.5,0.61,7.57,NA
"2000-12",2000,"12","Ontario","All-items","14.2",96.6,0.1,1.21,NA
"2000-12",2000,"12","Ontario","Food","14.3",94.5,1.29,16.63,NA
"2000-12",2000,"12","Ontario","Shelter","14.79",96.5,0.21,2.55,NA
"2000-12",2000,"12","Ontario","Clothing and footwear","14.139",103.1,1.48,19.28,NA
"2000-12",2000,"12","Ontario","Transportation","14.176",99.1,-1.29,-14.43,NA
"2000-12",2000,"12","Ontario","Health and personal care","14.201",97.3,0,0,NA
"2000-12",2000,"12","Ontario","Recreation, education and reading","14.219",97,-0.31,-3.66,NA
"2000-12",2000,"12","Ontario","Goods","14.274",98,0.1,1.21,NA
"2000-12",2000,"12","Ontario","Services","14.282",95.4,0.1,1.21,NA
"2000-12",2000,"12","Ottawa-Gatineau, Ontario part, Ontario/Quebec","All-items","15.2",96.5,0.21,2.55,NA
"2000-12",2000,"12","Ottawa-Gatineau, Ontario part, Ontario/Quebec","Shelter","15.79",96.1,0.42,5.16,NA
"2000-12",2000,"12","Toronto, Ontario","All-items","16.2",96.4,0,0,NA
"2000-12",2000,"12","Toronto, Ontario","Shelter","16.79",96.5,0.21,2.55,NA
"2000-12",2000,"12","Thunder Bay, Ontario","All-items","17.2",97.1,0.1,1.21,NA
"2000-12",2000,"12","Thunder Bay, Ontario","Shelter","17.79",98.5,0.41,5.03,NA
"2000-12",2000,"12","Manitoba","All-items","18.2",97.4,0.62,7.7,NA
"2000-12",2000,"12","Manitoba","Food","18.3",96.9,2.87,40.43,NA
"2000-12",2000,"12","Manitoba","Shelter","18.79",98.7,0.2,2.43,NA
"2000-12",2000,"12","Manitoba","Clothing and footwear","18.139",99.7,1.73,22.85,NA
"2000-12",2000,"12","Manitoba","Transportation","18.176",99.3,-1.39,-15.46,NA
"2000-12",2000,"12","Manitoba","Health and personal care","18.201",97.2,0.31,3.78,NA
"2000-12",2000,"12","Manitoba","Recreation, education and reading","18.219",97.7,-0.31,-3.66,NA
"2000-12",2000,"12","Manitoba","Goods","18.274",98.5,1.23,15.8,NA
"2000-12",2000,"12","Manitoba","Services","18.282",96.2,-0.21,-2.49,NA
"2000-12",2000,"12","Winnipeg, Manitoba","All-items","19.2",97.3,0.52,6.42,NA
"2000-12",2000,"12","Winnipeg, Manitoba","Shelter","19.79",98.6,0.2,2.43,NA
"2000-12",2000,"12","Saskatchewan","All-items","20.2",96.3,0.94,11.88,NA
"2000-12",2000,"12","Saskatchewan","Food","20.3",97.9,2.62,36.39,NA
"2000-12",2000,"12","Saskatchewan","Shelter","20.79",94.9,2.82,39.61,NA
"2000-12",2000,"12","Saskatchewan","Clothing and footwear","20.139",97.3,-2.8,-28.88,NA
"2000-12",2000,"12","Saskatchewan","Transportation","20.176",99.7,-0.5,-5.84,NA
"2000-12",2000,"12","Saskatchewan","Health and personal care","20.201",96.9,-0.21,-2.49,NA
"2000-12",2000,"12","Saskatchewan","Recreation, education and reading","20.219",94.1,-0.21,-2.49,NA
"2000-12",2000,"12","Saskatchewan","Goods","20.274",96.9,1.57,20.56,NA
"2000-12",2000,"12","Saskatchewan","Services","20.282",95.4,0,0,NA
"2000-12",2000,"12","Regina, Saskatchewan","All-items","21.2",96.3,0.94,11.88,NA
"2000-12",2000,"12","Regina, Saskatchewan","Shelter","21.79",95.3,2.69,37.51,NA
"2000-12",2000,"12","Saskatoon, Saskatchewan","All-items","22.2",96.2,0.73,9.12,NA
"2000-12",2000,"12","Saskatoon, Saskatchewan","Shelter","22.79",95,2.37,32.46,NA
"2000-12",2000,"12","Alberta","All-items","23.2",96.3,0,0,NA
"2000-12",2000,"12","Alberta","Food","23.3",95.1,1.6,20.98,NA
"2000-12",2000,"12","Alberta","Shelter","23.79",101.6,0.2,2.43,NA
"2000-12",2000,"12","Alberta","Clothing and footwear","23.139",98.3,-2.19,-23.33,NA
"2000-12",2000,"12","Alberta","Transportation","23.176",94.5,-0.63,-7.3,NA
"2000-12",2000,"12","Alberta","Health and personal care","23.201",97.1,-0.51,-5.95,NA
"2000-12",2000,"12","Alberta","Recreation, education and reading","23.219",95.3,-0.42,-4.93,NA
"2000-12",2000,"12","Alberta","Goods","23.274",98.5,0.1,1.21,NA
"2000-12",2000,"12","Alberta","Services","23.282",94.1,0,0,NA
"2000-12",2000,"12","Edmonton, Alberta","All-items","24.2",96.8,0,0,NA
"2000-12",2000,"12","Edmonton, Alberta","Shelter","24.79",103.5,0.1,1.21,NA
"2000-12",2000,"12","Calgary, Alberta","All-items","25.2",96,0.1,1.21,NA
"2000-12",2000,"12","Calgary, Alberta","Shelter","25.79",100.1,0.2,2.43,NA
"2000-12",2000,"12","British Columbia","All-items","26.2",97,-0.21,-2.49,NA
"2000-12",2000,"12","British Columbia","Food","26.3",96.2,1.91,25.49,NA
"2000-12",2000,"12","British Columbia","Shelter","26.79",99.1,0.1,1.21,NA
"2000-12",2000,"12","British Columbia","Clothing and footwear","26.139",97.2,-3.09,-31.38,NA
"2000-12",2000,"12","British Columbia","Transportation","26.176",98.4,-0.71,-8.2,NA
"2000-12",2000,"12","British Columbia","Health and personal care","26.201",96.7,-0.51,-5.95,NA
"2000-12",2000,"12","British Columbia","Recreation, education and reading","26.219",96.1,0,0,NA
"2000-12",2000,"12","British Columbia","Goods","26.274",97.5,-0.2,-2.37,NA
"2000-12",2000,"12","British Columbia","Services","26.282",96.6,-0.1,-1.19,NA
"2000-12",2000,"12","Vancouver, British Columbia","All-items","27.2",96.9,-0.21,-2.49,NA
"2000-12",2000,"12","Vancouver, British Columbia","Shelter","27.79",98.9,0.1,1.21,NA
"2000-12",2000,"12","Victoria, British Columbia","All-items","28.2",97,-0.1,-1.19,NA
"2000-12",2000,"12","Victoria, British Columbia","Shelter","28.79",99.5,0.2,2.43,NA
"2000-12",2000,"12","Whitehorse, Yukon","All-items","29.2",98.4,0.1,1.21,NA
"2000-12",2000,"12","Whitehorse, Yukon","Food","29.3",96.6,0.1,1.21,NA
"2000-12",2000,"12","Whitehorse, Yukon","Shelter","29.79",101.5,0.5,6.17,NA
"2000-12",2000,"12","Whitehorse, Yukon","Clothing and footwear","29.139",99.5,-0.7,-8.08,NA
"2000-12",2000,"12","Whitehorse, Yukon","Transportation","29.176",99.3,-0.3,-3.54,NA
"2000-12",2000,"12","Whitehorse, Yukon","Health and personal care","29.201",103,-1.44,-15.98,NA
"2000-12",2000,"12","Whitehorse, Yukon","Recreation, education and reading","29.219",97.4,0.52,6.42,NA
"2000-12",2000,"12","Whitehorse, Yukon","Goods","29.274",100.2,0.2,2.43,NA
"2000-12",2000,"12","Whitehorse, Yukon","Services","29.282",96.4,0,0,NA
"2000-12",2000,"12","Yellowknife, Northwest Territories","All-items","30.2",96.3,0.1,1.21,NA
"2000-12",2000,"12","Yellowknife, Northwest Territories","Food","30.3",96.7,2,26.82,NA
"2000-12",2000,"12","Yellowknife, Northwest Territories","Shelter","30.79",97.9,0.2,2.43,NA
"2000-12",2000,"12","Yellowknife, Northwest Territories","Clothing and footwear","30.139",94.1,-1.26,-14.11,NA
"2000-12",2000,"12","Yellowknife, Northwest Territories","Transportation","30.176",96.1,-0.62,-7.19,NA
"2000-12",2000,"12","Yellowknife, Northwest Territories","Health and personal care","30.201",99,0,0,NA
"2000-12",2000,"12","Yellowknife, Northwest Territories","Recreation, education and reading","30.219",96.9,-1.02,-11.58,NA
"2000-12",2000,"12","Yellowknife, Northwest Territories","Goods","30.274",96.7,0.62,7.7,NA
"2000-12",2000,"12","Yellowknife, Northwest Territories","Services","30.282",96.1,-0.21,-2.49,NA
"2001-01",2001,"01","Canada","All-items","2.2",96.3,-0.41,-4.81,2.99
"2001-01",2001,"01","Canada","Food","2.3",95.3,0.21,2.55,3.47
"2001-01",2001,"01","Canada","Shelter","2.79",97.5,-0.61,-7.08,4.06
"2001-01",2001,"01","Canada","Clothing and footwear","2.139",99.6,-0.4,-4.7,0.4
"2001-01",2001,"01","Canada","Transportation","2.176",97.5,-1.02,-11.58,2.96
"2001-01",2001,"01","Canada","Health and personal care","2.201",97.9,0.2,2.43,1.87
"2001-01",2001,"01","Canada","Recreation, education and reading","2.219",96.1,-0.52,-6.06,2.45
"2001-01",2001,"01","Canada","Goods","2.274",97,-0.82,-9.41,3.19
"2001-01",2001,"01","Canada","Services","2.282",95.6,0,0,2.69
"2001-01",2001,"01","Newfoundland and Labrador","All-items","3.2",97.2,-0.1,-1.19,2.1
"2001-01",2001,"01","Newfoundland and Labrador","Food","3.3",96.1,2.45,33.7,0.52
"2001-01",2001,"01","Newfoundland and Labrador","Shelter","3.79",101.1,-0.59,-6.85,5.64
"2001-01",2001,"01","Newfoundland and Labrador","Clothing and footwear","3.139",100.9,0.6,7.44,-1.18
"2001-01",2001,"01","Newfoundland and Labrador","Transportation","3.176",94.4,-1.77,-19.29,1.83
"2001-01",2001,"01","Newfoundland and Labrador","Health and personal care","3.201",98.9,0.1,1.21,2.17
"2001-01",2001,"01","Newfoundland and Labrador","Recreation, education and reading","3.219",98,-0.51,-5.95,1.45
"2001-01",2001,"01","Newfoundland and Labrador","Goods","3.274",99.6,-0.1,-1.19,1.94
"2001-01",2001,"01","Newfoundland and Labrador","Services","3.282",93.8,0,0,2.4
"2001-01",2001,"01","St. John's, Newfoundland and Labrador","All-items","4.2",97,0,0,1.89
"2001-01",2001,"01","St. John's, Newfoundland and Labrador","Shelter","4.79",99.8,-0.4,-4.7,4.72
"2001-01",2001,"01","Prince Edward Island","All-items","5.2",97,0.62,7.7,4.64
"2001-01",2001,"01","Prince Edward Island","Food","5.3",94.9,0.74,9.25,3.15
"2001-01",2001,"01","Prince Edward Island","Shelter","5.79",102,1.39,18.02,7.71
"2001-01",2001,"01","Prince Edward Island","Clothing and footwear","5.139",95.3,0.32,3.91,2.58
"2001-01",2001,"01","Prince Edward Island","Transportation","5.176",99,0.61,7.57,6.91
"2001-01",2001,"01","Prince Edward Island","Health and personal care","5.201",98.3,0.1,1.21,2.5
"2001-01",2001,"01","Prince Edward Island","Recreation, education and reading","5.219",95.7,-0.31,-3.66,2.03
"2001-01",2001,"01","Prince Edward Island","Goods","5.274",98.8,1.02,12.95,6.35
"2001-01",2001,"01","Prince Edward Island","Services","5.282",94.7,0.21,2.55,2.49
"2001-01",2001,"01","Charlottetown and Summerside, Prince Edward Island","All-items","6.2",96.9,0.52,6.42,4.19
"2001-01",2001,"01","Charlottetown and Summerside, Prince Edward Island","Shelter","6.79",101.2,1.1,14.03,6.3
"2001-01",2001,"01","Nova Scotia","All-items","7.2",96.3,-0.52,-6.06,2.99
"2001-01",2001,"01","Nova Scotia","Food","7.3",95.6,0.74,9.25,2.03
"2001-01",2001,"01","Nova Scotia","Shelter","7.79",99.9,-1.38,-15.36,5.71
"2001-01",2001,"01","Nova Scotia","Clothing and footwear","7.139",101.4,0.5,6.17,0.7
"2001-01",2001,"01","Nova Scotia","Transportation","7.176",95.7,-1.64,-18,3.01
"2001-01",2001,"01","Nova Scotia","Health and personal care","7.201",98.5,0.31,3.78,2.6
"2001-01",2001,"01","Nova Scotia","Recreation, education and reading","7.219",94,-0.74,-8.53,2.51
"2001-01",2001,"01","Nova Scotia","Goods","7.274",97.8,-1.01,-11.47,3.06
"2001-01",2001,"01","Nova Scotia","Services","7.282",94.4,0.11,1.33,2.94
"2001-01",2001,"01","Halifax, Nova Scotia","All-items","8.2",96,-0.41,-4.81,2.78
"2001-01",2001,"01","Halifax, Nova Scotia","Shelter","8.79",98.5,-1.1,-12.43,4.79
"2001-01",2001,"01","New Brunswick","All-items","9.2",95.6,-0.42,-4.93,2.8
"2001-01",2001,"01","New Brunswick","Food","9.3",95.3,1.06,13.49,2.03
"2001-01",2001,"01","New Brunswick","Shelter","9.79",100.2,-0.1,-1.19,4.81
"2001-01",2001,"01","New Brunswick","Clothing and footwear","9.139",96.1,-0.93,-10.61,-0.93
"2001-01",2001,"01","New Brunswick","Transportation","9.176",94.7,-1.76,-19.19,3.61
"2001-01",2001,"01","New Brunswick","Health and personal care","9.201",98.8,0.3,3.66,2.81
"2001-01",2001,"01","New Brunswick","Recreation, education and reading","9.219",94.6,-0.84,-9.63,2.38
"2001-01",2001,"01","New Brunswick","Goods","9.274",96.8,-0.62,-7.19,3.09
"2001-01",2001,"01","New Brunswick","Services","9.282",94.1,0.11,1.33,2.51
"2001-01",2001,"01","Saint John, New Brunswick","All-items","10.2",95.8,-0.21,-2.49,2.79
"2001-01",2001,"01","Saint John, New Brunswick","Shelter","10.79",100.3,0.3,3.66,4.26
"2001-01",2001,"01","Quebec","All-items","11.2",96.7,-0.1,-1.19,2.76
"2001-01",2001,"01","Quebec","Food","11.3",95.7,0.53,6.55,4.25
"2001-01",2001,"01","Quebec","Shelter","11.79",98.7,0,0,3.68
"2001-01",2001,"01","Quebec","Clothing and footwear","11.139",96.3,-1.93,-20.85,-0.1
"2001-01",2001,"01","Quebec","Transportation","11.176",99.2,-0.4,-4.7,3.12
"2001-01",2001,"01","Quebec","Health and personal care","11.201",99,0,0,1.54
"2001-01",2001,"01","Quebec","Recreation, education and reading","11.219",97.6,0.31,3.78,1.56
"2001-01",2001,"01","Quebec","Goods","11.274",97,-0.21,-2.49,3.3
"2001-01",2001,"01","Quebec","Services","11.282",96.4,0.21,2.55,2.23
"2001-01",2001,"01","Québec, Quebec","All-items","12.2",96.6,-0.1,-1.19,2.55
"2001-01",2001,"01","Québec, Quebec","Shelter","12.79",98.6,-0.1,-1.19,2.71
"2001-01",2001,"01","Montréal, Quebec","All-items","13.2",96.8,0.1,1.21,2.98
"2001-01",2001,"01","Montréal, Quebec","Shelter","13.79",98.5,0,0,3.68
"2001-01",2001,"01","Ontario","All-items","14.2",96.5,-0.1,-1.19,3.54
"2001-01",2001,"01","Ontario","Food","14.3",95,0.53,6.55,3.94
"2001-01",2001,"01","Ontario","Shelter","14.79",97.3,0.83,10.43,5.65
"2001-01",2001,"01","Ontario","Clothing and footwear","14.139",102.4,-0.68,-7.86,0.69
"2001-01",2001,"01","Ontario","Transportation","14.176",98.2,-0.91,-10.39,2.72
"2001-01",2001,"01","Ontario","Health and personal care","14.201",97.7,0.41,5.03,1.45
"2001-01",2001,"01","Ontario","Recreation, education and reading","14.219",95.6,-1.44,-15.98,3.13
"2001-01",2001,"01","Ontario","Goods","14.274",97.9,-0.1,-1.19,4.26
"2001-01",2001,"01","Ontario","Services","14.282",95.3,-0.1,-1.19,3.03
"2001-01",2001,"01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","All-items","15.2",96.4,-0.1,-1.19,3.77
"2001-01",2001,"01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","Shelter","15.79",97,0.94,11.88,6.48
"2001-01",2001,"01","Toronto, Ontario","All-items","16.2",96.5,0.1,1.21,3.65
"2001-01",2001,"01","Toronto, Ontario","Shelter","16.79",97.5,1.04,13.22,5.75
"2001-01",2001,"01","Thunder Bay, Ontario","All-items","17.2",96.9,-0.21,-2.49,3.09
"2001-01",2001,"01","Thunder Bay, Ontario","Shelter","17.79",99.1,0.61,7.57,4.21
"2001-01",2001,"01","Manitoba","All-items","18.2",96.8,-0.62,-7.19,2.33
"2001-01",2001,"01","Manitoba","Food","18.3",95.5,-1.44,-15.98,2.91
"2001-01",2001,"01","Manitoba","Shelter","18.79",98.7,0,0,3.35
"2001-01",2001,"01","Manitoba","Clothing and footwear","18.139",100.7,1,12.68,-0.1
"2001-01",2001,"01","Manitoba","Transportation","18.176",97.2,-2.11,-22.58,0
"2001-01",2001,"01","Manitoba","Health and personal care","18.201",96.9,-0.31,-3.66,3.3
"2001-01",2001,"01","Manitoba","Recreation, education and reading","18.219",97.9,0.2,2.43,1.14
"2001-01",2001,"01","Manitoba","Goods","18.274",97.1,-1.42,-15.77,2.21
"2001-01",2001,"01","Manitoba","Services","18.282",96.4,0.21,2.55,2.44
"2001-01",2001,"01","Winnipeg, Manitoba","All-items","19.2",96.7,-0.62,-7.19,2.44
